Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
USP12		8	8	1066	0.8%	No
SLC29A4		3	3	1066	0.3%	No
ZNF681		6	6	1066	0.6%	No
KLHL10		1	1	1066	<0.1%	No
ZNF714		6	6	1066	0.6%	No
SDE2		4	4	1066	0.4%	No
PLAC9		1	1	1066	<0.1%	No
ZNF814		10	10	1066	0.9%	No
RBM24		4	4	1066	0.4%	No
RPP40		3	3	1066	0.3%	No
VAMP5		3	3	1066	0.3%	No
PRSS37		2	2	1066	0.2%	No
ZNF460		5	5	1066	0.5%	No
ZNF273		3	3	1066	0.3%	No
ZNF268		8	8	1066	0.8%	No
OR5I1		7	7	1066	0.7%	No
MTHFD2		2	2	1066	0.2%	No
FBXO39		3	3	1066	0.3%	No
TRPV3		5	5	1066	0.5%	No
VN1R2		3	3	1066	0.3%	No
KDM1B		3	3	1066	0.3%	No
ATP8B3		12	11	1066	1.0%	No
DPPA2		3	3	1066	0.3%	No
PKHD1L1		48	41	1066	3.8%	No
PCDHGC5		4	4	1066	0.4%	No
SYNE3		7	7	1066	0.7%	No
PCDHGC4		5	5	1066	0.5%	No
PCDHGB7		9	9	1066	0.8%	No
NT5C1B		7	7	1066	0.7%	No
RNF182		5	5	1066	0.5%	No
TIGD3		5	3	1066	0.3%	No
NUDT7		3	3	1066	0.3%	No
PHACTR1		7	7	1066	0.7%	No
OR5AC2		3	3	1066	0.3%	No
NIBAN3		6	6	1066	0.6%	No
CCDC110		7	7	1066	0.7%	No
CEP41		6	5	1066	0.5%	No
RHBDL3		2	2	1066	0.2%	No
UBR1		10	8	1066	0.8%	No
PATL2		4	4	1066	0.4%	No
COQ10A		2	2	1066	0.2%	No
CLEC14A		7	7	1066	0.7%	No
HCCAT5		1	1	1066	<0.1%	No
ZNF626		5	5	1066	0.5%	No
OR11H1		3	3	1066	0.3%	No
ANKS4B		4	4	1066	0.4%	No
PGBD3		4	2	1066	0.2%	No
LRRC71		4	4	1066	0.4%	No
PHOSPHO1		1	1	1066	<0.1%	No
CALHM1		2	2	1066	0.2%	No
DAOA		1	1	1066	<0.1%	No
OR4F17		1	1	1066	<0.1%	No
EML3		5	4	1066	0.4%	No
SASS6		5	4	1066	0.4%	No
CCDC89		3	2	1066	0.2%	No
KANK4		6	6	1066	0.6%	No
MPV17L		2	2	1066	0.2%	No
GK5		4	4	1066	0.4%	No
UQCC4		4	4	1066	0.4%	No
PGBD2		3	3	1066	0.3%	No
TEKT4		2	2	1066	0.2%	No
DMKN		4	3	1066	0.3%	No
IFNL3		3	3	1066	0.3%	No
IFNL1		3	3	1066	0.3%	No
LMNTD2		3	1	1066	<0.1%	No
IFNL2		1	1	1066	<0.1%	No
GGN		2	2	1066	0.2%	No
TMEM229B		1	1	1066	<0.1%	No
GARIN2		3	3	1066	0.3%	No
ZNF98		4	4	1066	0.4%	No
ZNF843		2	2	1066	0.2%	No
TEX30		1	1	1066	<0.1%	No
CADM4		2	2	1066	0.2%	No
USP10		2	2	1066	0.2%	No
USP8		6	6	1066	0.6%	Yes
MTMR6		3	3	1066	0.3%	No
SLC35G6		1	1	1066	<0.1%	No
RGN		2	2	1066	0.2%	No
UBASH3B		4	4	1066	0.4%	No
SYTL1		2	2	1066	0.2%	No
SERPINA11		3	3	1066	0.3%	No
IGSF21		2	2	1066	0.2%	No
TTYH1		3	3	1066	0.3%	No
ZMIZ2		5	5	1066	0.5%	No
AQP11		1	1	1066	<0.1%	No
C19ORF12		2	2	1066	0.2%	No
LSM10		1	1	1066	<0.1%	No
ZNF304		2	2	1066	0.2%	No
AJUBA		1	1	1066	<0.1%	Yes
FBXL20		3	3	1066	0.3%	No
CBARP		3	3	1066	0.3%	No
CCDC183		5	3	1066	0.3%	No
LATS1		11	10	1066	0.9%	Yes
NMI		6	6	1066	0.6%	No
SEC22C		1	1	1066	<0.1%	No
INA		1	1	1066	<0.1%	No
FAM166A		5	5	1066	0.5%	No
LINC02908		2	1	1066	<0.1%	No
MTMR4		8	8	1066	0.8%	No
SERAC1		7	6	1066	0.6%	No
NUDCD1		6	6	1066	0.6%	No
MPND		3	3	1066	0.3%	No
TMEM235		1	1	1066	<0.1%	No
TNS4		9	8	1066	0.8%	No
PRPF38A		3	3	1066	0.3%	No
PLEKHD1		3	3	1066	0.3%	No
CGNL1		7	7	1066	0.7%	No
MTMR7		4	4	1066	0.4%	No
PIK3CD-AS1		1	1	1066	<0.1%	No
PDLIM1		2	2	1066	0.2%	No
CNOT9		5	4	1066	0.4%	No
SLC16A4		3	3	1066	0.3%	No
PRPF4		6	6	1066	0.6%	No
PRPF3		7	7	1066	0.7%	No
SMC3		7	7	1066	0.7%	Yes
WDR38		2	2	1066	0.2%	No
SLC16A6		4	4	1066	0.4%	No
SLC16A5		3	3	1066	0.3%	No
GJD2		3	3	1066	0.3%	No
DYNLRB2		1	1	1066	<0.1%	No
PPP1R16A		2	2	1066	0.2%	No
FAM167A-AS1		1	1	1066	<0.1%	No
COX14		1	1	1066	<0.1%	No
TEKT1		1	1	1066	<0.1%	No
TSEN54		4	3	1066	0.3%	No
DYNLRB1		1	1	1066	<0.1%	No
PDGFC		1	1	1066	<0.1%	No
CEP19		4	4	1066	0.4%	No
HID1		4	4	1066	0.4%	No
ARHGAP19		2	2	1066	0.2%	No
FADS6		1	1	1066	<0.1%	No
FAM83A		6	6	1066	0.6%	No
KRT75		5	5	1066	0.5%	No
SLC35G5		1	1	1066	<0.1%	No
CCDC168		15	14	1066	1.3%	No
RABEP1		9	9	1066	0.8%	Yes
RRP9		2	2	1066	0.2%	No
CCNB2		2	2	1066	0.2%	No
CCNE2		5	4	1066	0.4%	No
CBFA2T2		6	6	1066	0.6%	No
ARHGEF1		11	10	1066	0.9%	No
AIFM1		7	5	1066	0.5%	No
TEX101		2	2	1066	0.2%	No
KCNQ4		4	4	1066	0.4%	No
TOX2		4	4	1066	0.4%	No
SCML4		5	5	1066	0.5%	No
DISP1		21	16	1066	1.5%	No
FAM167A		3	3	1066	0.3%	No
FRMD5		3	3	1066	0.3%	No
SELENOO		1	1	1066	<0.1%	No
FAM107B		2	2	1066	0.2%	No
LINC02872		1	1	1066	<0.1%	No
MFSD5		1	1	1066	<0.1%	No
AICDA		2	2	1066	0.2%	No
CCDC3		4	4	1066	0.4%	No
CLEC18C		3	3	1066	0.3%	No
ATG4D		6	6	1066	0.6%	No
C1ORF94		4	4	1066	0.4%	No
HGS		9	8	1066	0.8%	No
SMYD4		4	4	1066	0.4%	No
NEMF		7	7	1066	0.7%	No
FHAD1		8	8	1066	0.8%	No
SYNGR2		1	1	1066	<0.1%	No
CENPS		1	1	1066	<0.1%	No
CCDC144NL		1	1	1066	<0.1%	No
NEURL1		1	1	1066	<0.1%	No
DYRK1B		5	5	1066	0.5%	No
ALG1		5	4	1066	0.4%	No
ZBED9		9	8	1066	0.8%	No
RHPN1		5	5	1066	0.5%	No
MRS2		5	4	1066	0.4%	No
LENG8		2	2	1066	0.2%	No
ATG12		1	1	1066	<0.1%	No
RHOJ		1	1	1066	<0.1%	No
PNMA5		4	4	1066	0.4%	No
PWWP2A		2	2	1066	0.2%	No
DPPA5		1	1	1066	<0.1%	No
SORCS1		12	11	1066	1.0%	No
FIBP		3	3	1066	0.3%	No
EXO1		11	11	1066	1.0%	No
KLHL29		3	3	1066	0.3%	No
PCSK7		3	3	1066	0.3%	Yes
METTL2A		3	3	1066	0.3%	No
CTDP1		4	4	1066	0.4%	No
CLK4		4	4	1066	0.4%	No
SLC28A2		4	4	1066	0.4%	No
SLC28A1		5	5	1066	0.5%	No
SLC6A5		5	5	1066	0.5%	No
KLHL4		9	9	1066	0.8%	No
CLTRN		4	4	1066	0.4%	No
SESN2		2	2	1066	0.2%	Yes
PARP9		13	12	1066	1.1%	No
URB1-AS1		2	2	1066	0.2%	No
TLN2		15	13	1066	1.2%	No
RBM17		2	2	1066	0.2%	No
MYLK4		3	3	1066	0.3%	No
UBL7		1	1	1066	<0.1%	No
MS4A8		3	2	1066	0.2%	No
PIGY		1	1	1066	<0.1%	No
RNF157		6	6	1066	0.6%	No
SCAF11		11	10	1066	0.9%	No
GALNT13		7	6	1066	0.6%	No
EBAG9		3	3	1066	0.3%	No
COX7A2L		1	1	1066	<0.1%	No
ZC3H12D		1	1	1066	<0.1%	No
CCDC85A		4	4	1066	0.4%	No
TMEM200A		4	4	1066	0.4%	No
DGKI		9	9	1066	0.8%	No
B3GNT7		2	2	1066	0.2%	No
MYSM1		7	5	1066	0.5%	No
SLC25A32		5	5	1066	0.5%	No
SLC4A9		3	3	1066	0.3%	No
COLEC12		4	4	1066	0.4%	No
TRAPPC9		13	12	1066	1.1%	No
SH3BGRL2		2	2	1066	0.2%	No
CLPTM1L		3	3	1066	0.3%	No
CALN1		2	2	1066	0.2%	No
ZBP1		2	2	1066	0.2%	No
SLC2A10		5	5	1066	0.5%	No
RHNO1		2	2	1066	0.2%	No
KCNH6		12	10	1066	0.9%	No
RPS6KL1		4	3	1066	0.3%	No
CRISPLD1		6	5	1066	0.5%	No
AP4M1		7	7	1066	0.7%	No
MYOM2		17	15	1066	1.4%	No
MAP3K13		13	13	1066	1.2%	Yes
IL1RL1		4	4	1066	0.4%	No
TUBB1		4	3	1066	0.3%	No
WNT5B		4	4	1066	0.4%	No
GJA9		3	3	1066	0.3%	No
MLXIP		4	4	1066	0.4%	No
SGCZ		2	2	1066	0.2%	No
TRAPPC8		14	12	1066	1.1%	No
FAM166B		3	3	1066	0.3%	No
DDX21		7	7	1066	0.7%	No
MON1B		4	4	1066	0.4%	No
ZBED1		2	2	1066	0.2%	No
ZW10		2	2	1066	0.2%	No
PPP6R1		6	6	1066	0.6%	No
OSMR		6	6	1066	0.6%	No
NLGN1		7	6	1066	0.6%	No
ARHGEF2		11	10	1066	0.9%	No
SEC31A		13	12	1066	1.1%	Yes
DZIP1		3	3	1066	0.3%	No
SLC24A1		7	6	1066	0.6%	No
PLEKHA6		16	13	1066	1.2%	No
BUB3		4	4	1066	0.4%	No
ENPP4		6	6	1066	0.6%	No
REPS2		6	6	1066	0.6%	No
INPP5F		11	9	1066	0.8%	No
JTB		2	2	1066	0.2%	No
CFAP92		6	5	1066	0.5%	No
CPSF4		4	4	1066	0.4%	No
NLGN4X		15	15	1066	1.4%	No
MTA3		4	4	1066	0.4%	No
PPARGC1A		11	9	1066	0.8%	No
MTUS1		4	3	1066	0.3%	No
RAB10		2	2	1066	0.2%	No
MMP24		6	5	1066	0.5%	No
MALT1		3	3	1066	0.3%	Yes
PRSS58		3	2	1066	0.2%	No
ADHFE1		5	5	1066	0.5%	No
AARS2		5	5	1066	0.5%	No
LYVE1		1	1	1066	<0.1%	No
MAVS		7	6	1066	0.6%	No
YIF1A		1	1	1066	<0.1%	No
ZNF608		16	13	1066	1.2%	No
INTS2		10	9	1066	0.8%	No
UBOX5		2	2	1066	0.2%	No
KHDC4		9	8	1066	0.8%	No
MORC2		6	6	1066	0.6%	No
MSI2		4	4	1066	0.4%	Yes
SLC16A7		2	2	1066	0.2%	No
ANKRD6		8	8	1066	0.8%	No
DEDD		3	3	1066	0.3%	No
ZHX2		12	9	1066	0.8%	No
CLSTN1		4	4	1066	0.4%	No
SLC33A1		1	1	1066	<0.1%	No
WDR37		3	3	1066	0.3%	No
ABLIM3		6	6	1066	0.6%	No
KCNAB3		2	2	1066	0.2%	No
FOXJ3		6	6	1066	0.6%	No
GPR158		13	11	1066	1.0%	No
CASKIN2		3	3	1066	0.3%	No
OR4D2		6	6	1066	0.6%	No
ARHGAP31		17	17	1066	1.6%	No
C15ORF40		2	2	1066	0.2%	No
HSF5		4	4	1066	0.4%	No
SERINC1		4	4	1066	0.4%	No
CIART		3	3	1066	0.3%	No
XPO5		13	12	1066	1.1%	No
COG6		4	4	1066	0.4%	No
LINC02914		2	2	1066	0.2%	No
STARD9		11	11	1066	1.0%	No
CHSY1		6	6	1066	0.6%	No
DTX2		4	4	1066	0.4%	No
CD109		14	11	1066	1.0%	No
TBC1D21		6	6	1066	0.6%	No
CILK1		6	6	1066	0.6%	Yes
ADGRL1		8	8	1066	0.8%	No
UBXN2B		2	2	1066	0.2%	No
ADNP2		6	6	1066	0.6%	No
ANKRD26		20	18	1066	1.7%	No
LMTK2		12	9	1066	0.8%	No
NTNG1		2	2	1066	0.2%	No
CFHR4		5	5	1066	0.5%	No
NYNRIN		10	9	1066	0.8%	No
EDDM3A		5	5	1066	0.5%	No
CASKIN1		3	3	1066	0.3%	No
SMR3B		2	2	1066	0.2%	No
CFHR3		2	2	1066	0.2%	No
PCDH19		19	18	1066	1.7%	No
HECW2		19	16	1066	1.5%	No
TLCD4		5	4	1066	0.4%	No
RPTOR		14	14	1066	1.3%	Yes
SRGAP1		18	16	1066	1.5%	No
ME3		6	6	1066	0.6%	No
KCTD16		2	2	1066	0.2%	No
FGL2		4	4	1066	0.4%	No
RTL9		21	20	1066	1.9%	No
NMU		2	2	1066	0.2%	No
CNKSR2		13	11	1066	1.0%	No
FASTKD2		5	5	1066	0.5%	No
ZNF510		6	6	1066	0.6%	No
CFAP161		1	1	1066	<0.1%	No
NLRP1		14	13	1066	1.2%	No
FNDC3A		8	8	1066	0.8%	No
RILPL1		4	4	1066	0.4%	No
ATG14		3	3	1066	0.3%	No
R3HDM2		8	7	1066	0.7%	No
SLITRK3		13	10	1066	0.9%	No
GPR83		4	4	1066	0.4%	No
LMOD3		3	3	1066	0.3%	No
MIB1		14	13	1066	1.2%	Yes
PROKR1		2	2	1066	0.2%	No
ATOSA		9	9	1066	0.8%	No
ELAPOR1		8	7	1066	0.7%	No
KIAA1328		6	5	1066	0.5%	No
SORCS2		3	3	1066	0.3%	No
CGN		12	11	1066	1.0%	No
FAM117B		5	5	1066	0.5%	No
HACE1		7	7	1066	0.7%	No
METTL23		5	5	1066	0.5%	No
C14ORF178		1	1	1066	<0.1%	No
NUFIP2		12	7	1066	0.7%	No
TMED8		5	5	1066	0.5%	No
TBC1D14		2	2	1066	0.2%	No
ACTL7B		2	2	1066	0.2%	No
ZDHHC22		3	3	1066	0.3%	No
ACTL7A		2	2	1066	0.2%	No
MRPS30		3	3	1066	0.3%	No
ALPK3		10	8	1066	0.8%	No
WDR35		8	6	1066	0.6%	No
PROX2		7	6	1066	0.6%	No
NPFFR2		7	6	1066	0.6%	No
WDR3		4	4	1066	0.4%	No
ZNF652		8	8	1066	0.8%	No
ZFP30		9	9	1066	0.8%	No
RHOBTB3		5	5	1066	0.5%	No
COBLL1		9	8	1066	0.8%	No
RNF44		1	1	1066	<0.1%	No
DLGAP4		9	9	1066	0.8%	No
MTFMT		2	2	1066	0.2%	No
DISP3		11	11	1066	1.0%	No
SLC51B		3	3	1066	0.3%	No
CEP162		18	16	1066	1.5%	No
USH1G		3	3	1066	0.3%	No
HPSE		6	6	1066	0.6%	No
CC2D2A		7	7	1066	0.7%	No
PDP2		3	3	1066	0.3%	No
PGRMC1		3	3	1066	0.3%	No
ZNF624		4	4	1066	0.4%	No
RUVBL2		2	2	1066	0.2%	No
LILRB1		10	8	1066	0.8%	No
ZNF398		2	2	1066	0.2%	No
CYP46A1		5	5	1066	0.5%	No
KLHL42		1	1	1066	<0.1%	No
TXNDC16		8	6	1066	0.6%	No
LCE1A		2	2	1066	0.2%	No
IGSF9		10	7	1066	0.7%	No
CCL27		1	1	1066	<0.1%	No
FRMPD1		14	10	1066	0.9%	No
TMEM71		5	5	1066	0.5%	No
DOLK		1	1	1066	<0.1%	No
VASH1		4	4	1066	0.4%	No
ZNF507		6	5	1066	0.5%	No
AAK1		8	8	1066	0.8%	No
CPEB3		2	2	1066	0.2%	No
LCE1C		3	3	1066	0.3%	No
TAOK1		9	8	1066	0.8%	No
CANT1		5	5	1066	0.5%	Yes
LCE1E		1	1	1066	<0.1%	No
RAB11FIP2		4	3	1066	0.3%	No
LCE1F		1	1	1066	<0.1%	No
PPM1E		9	8	1066	0.8%	No
LCE2A		1	1	1066	<0.1%	No
SEMA6A		12	12	1066	1.1%	No
ARID5A		1	1	1066	<0.1%	Yes
USP20		7	7	1066	0.7%	No
USP35		5	5	1066	0.5%	No
TSPAN9		1	1	1066	<0.1%	No
STAMBPL1		5	5	1066	0.5%	No
NCEH1		3	3	1066	0.3%	No
LCE2D		2	2	1066	0.2%	No
USP19		5	5	1066	0.5%	No
MICAL3		10	8	1066	0.8%	No
LCE2C		2	2	1066	0.2%	No
LRRC7		15	13	1066	1.2%	No
LCE3B		1	1	1066	<0.1%	No
NLGN2		7	7	1066	0.7%	No
XKR7		3	3	1066	0.3%	No
SLC26A1		2	2	1066	0.2%	No
SLC22A7		6	6	1066	0.6%	No
ADAM28		4	3	1066	0.3%	No
ZNF862		4	4	1066	0.4%	No
LCE3E		1	1	1066	<0.1%	No
IFT80		6	6	1066	0.6%	No
LCE3C		1	1	1066	<0.1%	No
ARRDC3		4	4	1066	0.4%	No
CEP126		14	10	1066	0.9%	No
PRNT		2	2	1066	0.2%	No
TBC1D26		1	1	1066	<0.1%	No
SYT15		5	5	1066	0.5%	No
ZNF319		5	4	1066	0.4%	No
SIPA1L2		19	17	1066	1.6%	No
ANGPTL6		1	1	1066	<0.1%	No
ARHGAP20		10	9	1066	0.8%	No
TMTC1		8	8	1066	0.8%	No
FSD1L		5	4	1066	0.4%	No
KLHL8		7	6	1066	0.6%	No
SYT16		10	10	1066	0.9%	No
ESYT3		9	9	1066	0.8%	No
KLHL14		5	5	1066	0.5%	No
ROPN1L		2	2	1066	0.2%	No
ZNF275		1	1	1066	<0.1%	No
SETDB2		2	2	1066	0.2%	Yes
SLC38A10		6	6	1066	0.6%	No
MRAS		2	2	1066	0.2%	No
ATF5		3	3	1066	0.3%	No
PHLDA1		4	4	1066	0.4%	No
MTF2		4	4	1066	0.4%	No
HSPA4L		2	2	1066	0.2%	No
DNAJC8		4	4	1066	0.4%	No
PUF60		2	2	1066	0.2%	No
SCAF8		11	10	1066	0.9%	No
NLGN4Y		1	1	1066	<0.1%	No
SNX18		1	1	1066	<0.1%	No
TRMT5		4	4	1066	0.4%	No
ZNF816		8	7	1066	0.7%	No
CARNS1		9	7	1066	0.7%	No
SUSD2		6	6	1066	0.6%	No
DOCK6		10	9	1066	0.8%	No
SHLD1		3	3	1066	0.3%	No
ZNF471		8	7	1066	0.7%	No
COPG1		10	9	1066	0.8%	No
RASA3		8	8	1066	0.8%	No
TUBGCP2		10	10	1066	0.9%	No
UNC79		19	19	1066	1.8%	No
USP26		5	5	1066	0.5%	No
FAM135A		8	7	1066	0.7%	No
PDE10A		11	10	1066	0.9%	No
CLPX		4	4	1066	0.4%	No
SENP8		1	1	1066	<0.1%	No
PPP1R13L		6	5	1066	0.5%	No
KIAA1217		14	12	1066	1.1%	No
MARCHF4		3	3	1066	0.3%	No
SRCAP		30	28	1066	2.6%	No
BTNL2		1	1	1066	<0.1%	No
PCDH10		10	9	1066	0.8%	No
C21ORF62		1	1	1066	<0.1%	No
KIF17		15	14	1066	1.3%	No
POLR1G		4	4	1066	0.4%	No
MRAP		2	2	1066	0.2%	No
CCDC191		9	8	1066	0.8%	No
TAS2R42		2	2	1066	0.2%	No
ALG1L2		1	1	1066	<0.1%	No
ALDH1L1		9	8	1066	0.8%	No
PPP1R17		3	3	1066	0.3%	No
FTCD		1	1	1066	<0.1%	No
ACCSL		7	7	1066	0.7%	No
IQCF2		1	1	1066	<0.1%	No
IQCF5		1	1	1066	<0.1%	No
OR4X1		2	2	1066	0.2%	No
CDHR4		5	5	1066	0.5%	No
INKA1		1	1	1066	<0.1%	No
ZNF662		6	6	1066	0.6%	No
PM20D2		5	4	1066	0.4%	No
SRSF12		1	1	1066	<0.1%	No
SLCO4C1		6	6	1066	0.6%	No
TARS3		8	6	1066	0.6%	No
VGLL3		4	4	1066	0.4%	No
DNAAF4		7	7	1066	0.7%	No
MUSTN1		2	2	1066	0.2%	No
OR8H2		8	8	1066	0.8%	No
OR8H3		3	3	1066	0.3%	No
OR5T3		4	4	1066	0.4%	No
OR5T1		7	6	1066	0.6%	No
OR8K1		8	6	1066	0.6%	No
ADGRF2		5	4	1066	0.4%	No
ANKUB1		2	1	1066	<0.1%	No
PLSCR5		1	1	1066	<0.1%	No
RAET1E		1	1	1066	<0.1%	No
OR5M9		1	1	1066	<0.1%	No
OR5M1		5	5	1066	0.5%	No
PRR23C		1	1	1066	<0.1%	No
PRR23B		4	4	1066	0.4%	No
ARHGEF15		9	7	1066	0.7%	No
ZNF365		7	5	1066	0.5%	No
BAHD1		4	4	1066	0.4%	No
CALHM4		2	2	1066	0.2%	No
DIS3		5	5	1066	0.5%	Yes
RPH3A		7	7	1066	0.7%	No
FAM162B		1	1	1066	<0.1%	No
ZUP1		6	6	1066	0.6%	No
CEP164		3	3	1066	0.3%	No
DENND3		10	10	1066	0.9%	No
ZBTB1		3	2	1066	0.2%	No
LEKR1		4	4	1066	0.4%	No
OR5D13		4	4	1066	0.4%	No
DYTN		7	7	1066	0.7%	No
OR5D16		4	4	1066	0.4%	No
TMEM212		3	3	1066	0.3%	No
OR5W2		3	3	1066	0.3%	No
OR52N4		2	2	1066	0.2%	No
OR52N5		1	1	1066	<0.1%	No
OR52N2		5	5	1066	0.5%	No
OR52E6		2	2	1066	0.2%	No
OR52E8		1	1	1066	<0.1%	No
TBC1D32		9	9	1066	0.8%	No
KCTD20		3	3	1066	0.3%	No
OR52E4		3	3	1066	0.3%	No
PLEKHM3		3	3	1066	0.3%	No
OR56A3		5	5	1066	0.5%	No
OLFM2		3	3	1066	0.3%	No
TSPO2		1	1	1066	<0.1%	No
UNC5CL		2	2	1066	0.2%	No
RESP18		3	3	1066	0.3%	No
TCP10L2		3	3	1066	0.3%	No
C2ORF80		2	2	1066	0.2%	No
OR8J3		2	2	1066	0.2%	No
OR52A5		5	4	1066	0.4%	No
OR51B6		3	3	1066	0.3%	No
OR51M1		1	1	1066	<0.1%	No
OR51Q1		5	5	1066	0.5%	No
OR51I1		1	1	1066	<0.1%	No
OR51I2		4	3	1066	0.3%	No
OR52D1		3	3	1066	0.3%	No
OR52H1		1	1	1066	<0.1%	No
VWCE		7	7	1066	0.7%	No
LHFPL5		1	1	1066	<0.1%	No
CYB561A3		1	1	1066	<0.1%	No
SCUBE3		5	4	1066	0.4%	No
KLHL31		8	7	1066	0.7%	No
PRDM6		3	3	1066	0.3%	No
BEND6		3	3	1066	0.3%	No
PPP1R32		5	4	1066	0.4%	No
CRIP3		1	1	1066	<0.1%	No
DHRSX		2	2	1066	0.2%	No
CAPN14		5	5	1066	0.5%	No
NKAPL		6	6	1066	0.6%	No
STRC		2	2	1066	0.2%	No
ZSCAN23		4	4	1066	0.4%	No
SCGB1C1		1	1	1066	<0.1%	No
CFAP107		1	1	1066	<0.1%	No
SLC25A47		2	2	1066	0.2%	No
DDIAS		5	5	1066	0.5%	No
UTS2B		1	1	1066	<0.1%	No
PIGM		1	1	1066	<0.1%	No
GSTA5		3	3	1066	0.3%	No
IGSF8		5	5	1066	0.5%	No
GDPD4		7	7	1066	0.7%	No
DCLK1		6	6	1066	0.6%	No
OR10A6		3	3	1066	0.3%	No
ZMYM4		13	13	1066	1.2%	No
HACD1		4	4	1066	0.4%	No
ZMYM5		6	6	1066	0.6%	No
ZMYM3		17	16	1066	1.5%	Yes
ZMYM6		10	8	1066	0.8%	No
ADGRF4		2	2	1066	0.2%	No
LTO1		1	1	1066	<0.1%	No
ADGRF5		10	10	1066	0.9%	No
AURKB		2	2	1066	0.2%	Yes
XPR1		5	5	1066	0.5%	No
BMP15		6	6	1066	0.6%	No
LGI1		7	7	1066	0.7%	No
VAPB		3	3	1066	0.3%	No
FCMR		5	5	1066	0.5%	No
LARGE1		6	6	1066	0.6%	No
CCDC83		5	4	1066	0.4%	No
SEC14L4		1	1	1066	<0.1%	No
LRRFIP2		2	2	1066	0.2%	No
USP54		7	7	1066	0.7%	No
LRRFIP1		6	5	1066	0.5%	No
MAGI1		20	19	1066	1.8%	No
NOLC1		2	2	1066	0.2%	No
LRAT		2	2	1066	0.2%	No
DLGAP2		13	13	1066	1.2%	No
HSPH1		5	5	1066	0.5%	No
PPM1H		4	4	1066	0.4%	No
ENTR1		2	2	1066	0.2%	No
PCDHB6		9	9	1066	0.8%	No
ISY1		1	1	1066	<0.1%	No
PCDHB4		5	5	1066	0.5%	No
MYORG		3	3	1066	0.3%	No
STARD10		2	2	1066	0.2%	No
PCDHB3		6	4	1066	0.4%	No
AMIGO1		2	2	1066	0.2%	No
SNX33		3	3	1066	0.3%	No
NOXA1		1	1	1066	<0.1%	No
PCDHA12		6	6	1066	0.6%	No
SLC12A5		13	12	1066	1.1%	No
TAS1R3		1	1	1066	<0.1%	No
ERICH6B		7	7	1066	0.7%	No
WASF3		6	4	1066	0.4%	No
PCDHA11		11	10	1066	0.9%	No
PNMA8B		2	2	1066	0.2%	No
KRTAP4-12		1	1	1066	<0.1%	No
UTP14A		5	5	1066	0.5%	No
PCDHA10		12	11	1066	1.0%	No
RBP5		1	1	1066	<0.1%	No
PCDHB2		8	8	1066	0.8%	No
STRIP2		1	1	1066	<0.1%	No
LONP2		6	6	1066	0.6%	No
PCDHAC2		8	8	1066	0.8%	No
TBC1D24		2	2	1066	0.2%	No
FRS3		3	3	1066	0.3%	No
PCDHAC1		8	6	1066	0.6%	No
SCAF4		12	11	1066	1.0%	No
SPINT3		2	2	1066	0.2%	No
PCDHA13		9	7	1066	0.7%	No
HHATL		4	4	1066	0.4%	No
TEDC1		4	4	1066	0.4%	No
VAPA		3	3	1066	0.3%	No
MTA2		9	7	1066	0.7%	No
ITGA11		9	9	1066	0.8%	No
PTTG1		2	2	1066	0.2%	No
CLCA4		6	5	1066	0.5%	No
XRN2		3	3	1066	0.3%	No
TBRG4		2	2	1066	0.2%	No
CCPG1		10	10	1066	0.9%	No
IKZF3		6	6	1066	0.6%	Yes
IKZF2		3	3	1066	0.3%	Yes
PCDHA8		11	10	1066	0.9%	No
ERMN		2	2	1066	0.2%	No
FRS2		2	2	1066	0.2%	Yes
PCDHA7		7	7	1066	0.7%	No
CNOT6		7	6	1066	0.6%	No
PCDHA6		10	10	1066	0.9%	No
ZNF512B		5	4	1066	0.4%	No
PCDHA5		7	7	1066	0.7%	No
ZNF490		3	2	1066	0.2%	No
DLG5		6	6	1066	0.6%	No
ITCH		5	5	1066	0.5%	No
LRRC47		3	3	1066	0.3%	No
PRR12		6	6	1066	0.6%	No
ZNF484		5	4	1066	0.4%	No
CEP170B		5	5	1066	0.5%	No
L3MBTL2		6	5	1066	0.5%	No
FAXDC2		1	1	1066	<0.1%	No
PCDHA4		11	8	1066	0.8%	No
PLEKHH1		7	7	1066	0.7%	No
TFAP2D		4	4	1066	0.4%	No
LRTOMT		2	2	1066	0.2%	No
NEU3		1	1	1066	<0.1%	No
PCDHA3		9	9	1066	0.8%	No
GRAMD1B		11	9	1066	0.8%	No
PCDHA2		8	7	1066	0.7%	No
SHROOM4		10	9	1066	0.8%	No
GRWD1		1	1	1066	<0.1%	No
FAM114A2		5	5	1066	0.5%	No
PCDHA1		7	7	1066	0.7%	No
USP31		11	9	1066	0.8%	No
DLGAP1		9	9	1066	0.8%	No
GCNT3		2	2	1066	0.2%	No
UBE2L6		2	2	1066	0.2%	No
CRLF1		2	2	1066	0.2%	No
DHRS3		1	1	1066	<0.1%	No
GCM2		8	8	1066	0.8%	No
GPR50		5	4	1066	0.4%	No
CRACD		10	9	1066	0.8%	No
RNF150		1	1	1066	<0.1%	No
TEX15		36	30	1066	2.8%	No
MSC		2	2	1066	0.2%	No
PLEKHG1		11	10	1066	0.9%	No
PNMA1		2	2	1066	0.2%	No
KIAA1210		27	22	1066	2.1%	No
